country_origin,hs_code,hs_description,period_value,ytd_value,share_of_total,period_value_teu,ytd_value_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,share_of_total_shipment,period_value_container,ytd_value_container,share_of_total_container,period_value_vrac,ytd_value_vrac,share_of_total_vrac
COSTA RICA,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",63137.76,63137.76,0.015674324824545543,14.0,14.0,0.12280163150739003,5,5,0.10201999591920016,7,7,0.10025780578630765,0,0,0.0
COSTA RICA,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",30318.0,30318.0,0.007526624004883477,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
DENMARK,2106,Food preparations not elsewhere specified or included,8560.0,8560.0,0.002125070963843346,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
DOMINICAN REPUBLIC,0302,"Fish; fresh or chilled, excluding fish fillets and other fish meat of heading 0304",28700.0,28700.0,0.007124945871764489,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
DOMINICAN REPUBLIC,1515,"Fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined; but not chemically modified",51163.2,51163.2,0.012701569011367977,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
DOMINICAN REPUBLIC,1601,"Sausages and similar products of meat, meat offal or blood; food preparations based on these products",22541.0,22541.0,0.005595937452802904,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
DOMINICAN REPUBLIC,1901,"Malt extract; flour/groats/meal/starch/malt extract products, no cocoa (or less than 40% by weight) and food preparations of goods of headings 04.01 to 04.04, no cocoa (or less than 5% by weight), wei",15036.63,15036.63,0.00373293292138502,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
DOMINICAN REPUBLIC,2104,Soups and broths and preparations therefor; homogenised composite food preparations,44940.0,44940.0,0.011156622560177567,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
DOMINICAN REPUBLIC,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",26275.3,26275.3,0.0065229996607795646,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
DOMINICAN REPUBLIC,2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,447940.8,447940.8,0.11120397051410742,17.0,17.0,0.1491162668304022,2,2,0.040807998367680065,17,17,0.24348324262389,0,0,0.0
DOMINICAN REPUBLIC,2523,"Portland cement, aluminous cement (ciment fondu), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",7500000.0,7500000.0,1.8619196529001278,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
DOMINICAN REPUBLIC,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",100525.28,100525.28,0.024955999259371756,10.0,10.0,0.08771545107670717,2,2,0.040807998367680065,5,5,0.07161271841879117,0,0,0.0
DOMINICAN REPUBLIC,2711,Petroleum gases and other gaseous hydrocarbons,7653941.9,7653941.9,1.9001366461020994,0.0,0.0,0.0,9,9,0.1836359926545603,0,0,0.0,9,9,0.5840363400389358
DOMINICAN REPUBLIC,3003,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) of two or more constituents mixed together for therapeutic or prophylactic use not in measured doses or in forms or packings for retail sale",4374.99,4374.99,0.0010861173149655373,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
DOMINICAN REPUBLIC,3401,"Soap; organic surface-active preparations used as soap, skin washing, in bars, cakes, moulded pieces, shapes, liquid or cream, containing soap or not; for retail, paper, wadding, felt and nonwovens, i",51630.6,51630.6,0.012817603844136712,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
DOMINICAN REPUBLIC,3406,"Candles, tapers and the like",6640.0,6640.0,0.0016484195327009133,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
DOMINICAN REPUBLIC,3824,"Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specif",1363.0,1363.0,0.00033837286492038323,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
DOMINICAN REPUBLIC,3911,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39, in primary forms",33920.0,33920.0,0.00842084195018298,2.0,2.0,0.017543090215341433,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
DOMINICAN REPUBLIC,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",280161.74,280161.74,0.06955181995955945,41.0,41.0,0.35963334941449937,9,9,0.1836359926545603,21,21,0.30077341735892293,0,0,0.0
DOMINICAN REPUBLIC,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",51926.270000000004,51926.270000000004,0.01289100568197311,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
DOMINICAN REPUBLIC,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",143535.99,143535.99,0.03563366409059683,56.75,56.75,0.49778518486031315,17,17,0.3468679861252806,28,28,0.4010312231452306,0,0,0.0
DOMINICAN REPUBLIC,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",49070.16,49070.16,0.012181959369993832,6.0,6.0,0.052629270646024295,2,2,0.040807998367680065,3,3,0.042967631051274706,0,0,0.0
DOMINICAN REPUBLIC,7225,"Alloy steel flat-rolled products, of a width 600mm or more",3834.0,3834.0,0.0009518133265625454,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
DOMINICAN REPUBLIC,8441,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds",89760.0,89760.0,0.02228345440590873,8.0,8.0,0.07017236086136573,1,1,0.020403999183840033,4,4,0.057290174735032943,0,0,0.0
DOMINICAN REPUBLIC,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",108705.0,108705.0,0.026986663449134453,0.0,0.0,0.0,12,12,0.2448479902060804,0,0,0.0,12,12,0.7787151200519143
DOMINICAN REPUBLIC,8704,Vehicles; for the transport of goods,14742.0,14742.0,0.0036597892697404913,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
DOMINICAN REPUBLIC,9999,Commodities not specified according to kind,170064.35,170064.35,0.04221948740302478,28.0,28.0,0.24560326301478005,14,14,0.28565598857376046,16,16,0.22916069894013177,0,0,0.0
ECUADOR,7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated",23993.0,23993.0,0.00595640509760437,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
EGYPT,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",194491.62,194491.62,0.04828370261365114,14.0,14.0,0.12280163150739003,7,7,0.14282799428688023,7,7,0.10025780578630765,0,0,0.0
EGYPT,0406,Cheese and curd,20827.8,20827.8,0.005170625352889771,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
EGYPT,1515,"Fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined; but not chemically modified",21507.0,21507.0,0.005339240796656407,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
EGYPT,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",50602.0,50602.0,0.012562247770140303,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
EGYPT,2523,"Portland cement, aluminous cement (ciment fondu), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",32935689.0,32935689.0,8.176480884120874,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
EGYPT,2836,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate,218400.0,218400.0,0.05421910029245172,8.0,8.0,0.07017236086136573,1,1,0.020403999183840033,8,8,0.11458034947006589,0,0,0.0
EGYPT,2839,Silicates; commercial alkali metal silicates,224480.0,224480.0,0.05572849649106943,8.0,8.0,0.07017236086136573,1,1,0.020403999183840033,8,8,0.11458034947006589,0,0,0.0
EGYPT,4818,"Toilet paper, width 36cm or less or cut to size/shape; handkerchiefs, tissues, towels, serviettes, bed sheets and similar household or hospital articles, apparel and clothing accessories of paper pulp",285261.96,285261.96,0.07081797993984136,36.0,36.0,0.3157756238761458,3,3,0.0612119975515201,18,18,0.2578057863076482,0,0,0.0
EGYPT,6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",651585.0,651585.0,0.1617598556046573,25.0,25.0,0.2192886276917679,2,2,0.040807998367680065,25,25,0.3580635920939559,0,0,0.0
EGYPT,7214,"Iron or non-alloy steel; bars and rods, not further worked than forged, hot-rolled, hot drawn or hot-extruded, but including those twisted after rolling",1003740.0,1003740.0,0.2491844309869299,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
EGYPT,7220,Stainless steel; flat-rolled products of width less than 600mm,474940.0,474940.0,0.1179066826597849,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
EGYPT,8212,Razors and razor blades; (including razor blade blanks in strips),59106.6,59106.6,0.01467356535414756,8.0,8.0,0.07017236086136573,1,1,0.020403999183840033,4,4,0.057290174735032943,0,0,0.0
EGYPT,8441,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds",1622.0,1622.0,0.00040267115693386766,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
ESTONIA,0203,"Meat of swine; fresh, chilled or frozen",27040.0,27040.0,0.006712840988589261,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
FRANCE,0405,Butter and other fats and oils derived from milk; dairy spreads,100319.83,100319.83,0.024904995073679978,8.0,8.0,0.07017236086136573,5,5,0.10201999591920016,5,5,0.07161271841879117,0,0,0.0
FRANCE,1901,"Malt extract; flour/groats/meal/starch/malt extract products, no cocoa (or less than 40% by weight) and food preparations of goods of headings 04.01 to 04.04, no cocoa (or less than 5% by weight), wei",97985.58,97985.58,0.02432550361370903,10.0,10.0,0.08771545107670717,5,5,0.10201999591920016,5,5,0.07161271841879117,0,0,0.0
FRANCE,2106,Food preparations not elsewhere specified or included,28402.95,28402.95,0.007051201440711958,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
FRANCE,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",158999.22,158999.22,0.03947250300183881,12.0,12.0,0.10525854129204859,8,8,0.16323199347072026,9,9,0.1289028931538241,0,0,0.0
FRANCE,3006,Pharmaceutical goods,46644.2,46644.2,0.01157970035650722,11.0,11.0,0.09648699618437788,3,3,0.0612119975515201,6,6,0.08593526210254941,0,0,0.0
FRANCE,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",27100.0,27100.0,0.006727736345812463,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
FRANCE,4504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,16194.0,16194.0,0.004020256914541956,3.0,3.0,0.026314635323012148,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
FRANCE,6309,Textiles; worn clothing and other worn articles,1006726.0,1006726.0,0.2499257232647379,74.0,74.0,0.649094337967633,37,37,0.7549479698020812,37,37,0.5299341162990547,0,0,0.0
FRANCE,7303,"Tubes, pipes and hollow profiles, of cast iron",7310.0,7310.0,0.0018147510216933247,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
FRANCE,8502,Electric generating sets and rotary converters,12073.96,12073.96,0.002997432454977337,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
FRANCE,8536,"Electrical apparatus for switching, protecting electrical circuits, for making connections to or in electrical circuits, for a voltage not exceeding 1000 volts; connectors for optical fibres, optical ",13551.46,13551.46,0.0033642306265986625,4.25,4.25,0.03727906670760055,2,2,0.040807998367680065,3,3,0.042967631051274706,0,0,0.0
FRANCE,9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or incl",4953.0,4953.0,0.0012296117387752446,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
FRANCE,9999,Commodities not specified according to kind,486669.0,486669.0,0.12081847674096698,50.75,50.75,0.44515591421428885,25,25,0.5100999795960008,25,25,0.3580635920939559,0,0,0.0
GERMANY,0203,"Meat of swine; fresh, chilled or frozen",83754.0,83754.0,0.020792429147866307,6.0,6.0,0.052629270646024295,3,3,0.0612119975515201,3,3,0.042967631051274706,0,0,0.0
GERMANY,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",11200.0,11200.0,0.002780466681664191,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,1,1,0.014322543683758236,1,1,0.06489292667099286
GERMANY,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",2203.63,2203.63,0.0005470642672960412,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
GHANA,4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",24820.0,24820.0,0.006161712771330824,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
GUADELOUPE,9999,Commodities not specified according to kind,35000.0,35000.0,0.008688958380200597,3.0,3.0,0.026314635323012148,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
GUATEMALA,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",29120.0,29120.0,0.007229213372326897,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
GUATEMALA,1701,"Cane or beet sugar and chemically pure sucrose, in solid form",7739668.0,7739668.0,1.9214186608162969,144.0,144.0,1.263102495504583,16,16,0.3264639869414405,105,105,1.5038670867946147,5,5,0.3244646333549643
GUATEMALA,1703,Molasses; resulting from the extraction or refining of sugar,336535.99,336535.99,0.08354706315856013,14.0,14.0,0.12280163150739003,2,2,0.040807998367680065,14,14,0.2005156115726153,0,0,0.0
GUATEMALA,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",83468.5,83468.5,0.020721552073079245,8.0,8.0,0.07017236086136573,2,2,0.040807998367680065,4,4,0.057290174735032943,0,0,0.0
GUATEMALA,3401,"Soap; organic surface-active preparations used as soap, skin washing, in bars, cakes, moulded pieces, shapes, liquid or cream, containing soap or not; for retail, paper, wadding, felt and nonwovens, i",20732.94,20732.94,0.00514707579311989,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
GUATEMALA,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",11770.44,11770.44,0.0029220818079042374,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
GUATEMALA,4817,"Envelopes, letter cards, plain postcards and correspondence cards, of paper, paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard containing assortment of paper statione",18058.0,18058.0,0.004483006012276068,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
GUATEMALA,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",12621.0,12621.0,0.003133238391900335,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
HAITI,2918,"Acids; carboxylic acid with additional oxygen function and their anhydrides, halides, peroxides, peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",104416.0,104416.0,0.025921893663629302,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,4,4,0.057290174735032943,0,0,0.0
HAITI,3306,"Oral or dental hygiene preparations; including fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages",77092.20000000001,77092.20000000001,0.019138597635374302,6.0,6.0,0.052629270646024295,1,1,0.020403999183840033,3,3,0.042967631051274706,0,0,0.0
HAITI,3917,"Tubes, pipes and hoses and fittings thereof (for example, joints, elbows, flanges), of plastics",26793.0,26793.0,0.006651521768020417,8.0,8.0,0.07017236086136573,1,1,0.020403999183840033,4,4,0.057290174735032943,0,0,0.0
HAITI,4011,"New pneumatic tyres, of rubber",68679.99,68679.99,0.017050216418931237,6.0,6.0,0.052629270646024295,1,1,0.020403999183840033,3,3,0.042967631051274706,0,0,0.0
HAITI,4412,"Plywood, veneered panels and similar laminated wood",133680.0,133680.0,0.03318685589329188,10.0,10.0,0.08771545107670717,1,1,0.020403999183840033,5,5,0.07161271841879117,0,0,0.0
HAITI,8609,Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,0.0,0.0,0.0,60.0,60.0,0.526292706460243,1,1,0.020403999183840033,30,30,0.4296763105127471,0,0,0.0
HAITI,8702,Vehicles; public transport passenger type,11739.99,11739.99,0.002914522414113463,6.0,6.0,0.052629270646024295,1,1,0.020403999183840033,3,3,0.042967631051274706,0,0,0.0
HONDURAS,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",5576.8,5576.8,0.0013844738027057912,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
HONDURAS,6309,Textiles; worn clothing and other worn articles,29665.24,29665.24,0.007364572448533199,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
HONG KONG,9999,Commodities not specified according to kind,47656.87,47656.87,0.011831101713160869,6.0,6.0,0.052629270646024295,3,3,0.0612119975515201,3,3,0.042967631051274706,0,0,0.0
INDIA,1006,Rice,4230000.12,4230000.12,1.0501227140263867,170.0,170.0,1.4911626683040218,20,20,0.40807998367680065,162,162,2.320252076768834,0,0,0.0
INDIA,1301,"Lac; natural gums, resins, gum-resins and oleoresins (for example, balsams)",9846.0,9846.0,0.002444328120327288,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDIA,1704,"Sugar confectionery (including white chocolate), not containing cocoa",103350.36,103350.36,0.0256573421891071,8.0,8.0,0.07017236086136573,3,3,0.0612119975515201,4,4,0.057290174735032943,0,0,0.0
INDIA,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",669045.54,669045.54,0.16609453861482382,70.0,70.0,0.6140081575369501,16,16,0.3264639869414405,35,35,0.5012890289315383,0,0,0.0
INDIA,2203,Beer made from malt,1481629.1199999999,1481629.1199999999,0.3678232502449496,108.0,108.0,0.9473268716284373,13,13,0.26525198938992045,54,54,0.7734173589229447,0,0,0.0
INDIA,2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",28050.0,28050.0,0.0069635795018464786,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDIA,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",27178.45,27178.45,0.006747212025381797,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDIA,2712,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, similar products obtained by synthesis, other processes; coloured or n",56843.0,56843.0,0.01411161317730693,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
INDIA,2837,"Cyanides, cyanide oxides and complex cyanides",47850.0,47850.0,0.011879047385502816,4.5,4.5,0.03947195298451822,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
INDIA,2918,"Acids; carboxylic acid with additional oxygen function and their anhydrides, halides, peroxides, peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",56870.0,56870.0,0.01411831608805737,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
INDIA,3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal",243947.18,243947.18,0.06056133982820867,20.0,20.0,0.17543090215341434,8,8,0.16323199347072026,10,10,0.14322543683758235,0,0,0.0
INDIA,3006,Pharmaceutical goods,63286.38,63286.38,0.015711220624387415,15.0,15.0,0.13157317661506074,5,5,0.10201999591920016,8,8,0.11458034947006589,0,0,0.0
INDIA,3203,"Colouring matter of vegetable or animal origin (including dyeing extracts, not animal black); whether or not chemically defined; preparations based on colouring matter of vegetable or animal origin",604800.0,604800.0,0.15014520080986632,25.0,25.0,0.2192886276917679,2,2,0.040807998367680065,25,25,0.3580635920939559,0,0,0.0
INDIA,3204,Synthetic organic colouring matter and preparations based thereon; synthetic organic products used as fluorescent brightening agents or as luminophores; whether or not chemically defined,3265423.0,3265423.0,0.8106607011642792,135.0,135.0,1.1841585895355466,12,12,0.2448479902060804,135,135,1.9335433973073617,0,0,0.0
INDIA,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",116161.4,116161.4,0.028837759142452388,10.0,10.0,0.08771545107670717,5,5,0.10201999591920016,5,5,0.07161271841879117,0,0,0.0
INDIA,3305,Hair preparations; for use on the hair,28601.0,28601.0,0.007100368532346208,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDIA,3306,"Oral or dental hygiene preparations; including fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages",43523.08,43523.08,0.0108048637342326,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
INDIA,3307,"Perfumery, cosmetic or toilet preparations; pre-shave, shaving, after-shave, bath preparations; personal deodorants and depilatories; room deodorisers, perfumed or not with disinfectant properties or ",6204.0,6204.0,0.0015401799368789859,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDIA,3401,"Soap; organic surface-active preparations used as soap, skin washing, in bars, cakes, moulded pieces, shapes, liquid or cream, containing soap or not; for retail, paper, wadding, felt and nonwovens, i",48450.0,48450.0,0.012028000957734826,4.5,4.5,0.03947195298451822,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
INDIA,3605,Matches; other than pyrotechnic articles of heading no. 3604,85865.84,85865.84,0.021316706001170388,10.0,10.0,0.08771545107670717,2,2,0.040807998367680065,5,5,0.07161271841879117,0,0,0.0
INDIA,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",10539.5,10539.5,0.0026164936242321197,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDIA,4011,"New pneumatic tyres, of rubber",100545.54,100545.54,0.024961028924994123,12.0,12.0,0.10525854129204859,5,5,0.10201999591920016,6,6,0.08593526210254941,0,0,0.0
INDIA,5607,"Twine, cordage, ropes and cables, whether or not plaited or braided; whether or not impregnated, coated, covered or sheathed with rubber or plastics",23008.0,23008.0,0.005711872983190152,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDIA,6305,"Sacks and bags, of a kind used for the packing of goods",112343.3,112343.3,0.027889893085553993,8.0,8.0,0.07017236086136573,4,4,0.08161599673536013,4,4,0.057290174735032943,0,0,0.0
INDIA,6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",2575554.23,2575554.23,0.6393966717262741,100.0,100.0,0.8771545107670716,15,15,0.3060599877576005,93,93,1.3319965625895158,0,0,0.0
INDIA,7310,"Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding compressed or liquefied gas), of iron or steel, capacity not exceeding 300l, whether or not lined or heat-insulated",17779.0,17779.0,0.0044137426011881834,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDIA,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",17293.0,17293.0,0.004293090207680255,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDIA,8506,Cells and batteries; primary,80311.0,80311.0,0.01993768389920829,3.0,3.0,0.026314635323012148,2,2,0.040807998367680065,3,3,0.042967631051274706,0,0,0.0
INDIA,8515,"Electric (electrically heated gas) soldering, brazing, welding machines and apparatus, capable or not of cutting, electric machines and apparatus for hot spraying of metals or sintered carbides",55620.0,55620.0,0.013807996145907348,2.0,2.0,0.017543090215341433,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
INDIA,8711,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, with or without side-cars; side-cars",471182.98,471182.98,0.11697398007653972,96.0,96.0,0.8420683303363887,28,28,0.5713119771475209,48,48,0.6874820968203953,0,0,0.0
INDIA,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",3912.08,3912.08,0.0009711971514290044,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
INDIA,9403,"Furniture and parts thereof, n.e.c. in chapter 94",12038.08,12038.08,0.002988525031357863,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
INDIA,9608,"Pens; ball-point, felt tipped, other porous tipped pens; fountain pens, stylograph pens duplicating stylos, propelling or sliding pencils; parts of the foregoing, excluding those of heading no. 9609",23263.8,23263.8,0.0057753768561517324,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
